filename;stationsname;geopos;gemeinde;plz;anzahl_bikes;join_key
2023-04-30T20:56:00+00:00;Fischermätteli;46.9406, 7.41874;0351;3008;2;2023-04-30T22:56:00+02:00-Fischermätteli
2023-05-11T18:56:00+00:00;Riedbachstrasse Park;46.94504, 7.37917;0351;3027;4;2023-05-11T20:56:00+02:00-Riedbachstrasse Park
2023-05-09T03:56:00+00:00;Insel West;46.94653, 7.42076;0351;3008;1;2023-05-09T05:56:00+02:00-Insel West
2023-04-30T20:56:00+00:00;Riedbachstrasse Park;46.94504, 7.37917;0351;3027;13;2023-04-30T22:56:00+02:00-Riedbachstrasse Park
2023-05-11T18:56:00+00:00;Friedbühlstrasse;46.94802, 7.42189;0351;3008;0;2023-05-11T20:56:00+02:00-Friedbühlstrasse
2023-05-09T03:56:00+00:00;Weberstrasse;46.93988, 7.42511;0351;3007;0;2023-05-09T05:56:00+02:00-Weberstrasse
2023-04-30T20:56:00+00:00;Münster;46.94753, 7.45213;0351;3011;5;2023-04-30T22:56:00+02:00-Münster
2023-05-11T18:56:00+00:00;Hochschulzentrum von Roll;46.95344, 7.42393;0351;3012;14;2023-05-11T20:56:00+02:00-Hochschulzentrum von Roll
2023-05-09T03:56:00+00:00;Tscharnergut;46.94898, 7.38823;0351;3027;2;2023-05-09T05:56:00+02:00-Tscharnergut
2023-04-30T20:56:00+00:00;Breitenrainstrasse;46.9572, 7.45089;0351;3013;3;2023-04-30T22:56:00+02:00-Breitenrainstrasse
2023-05-11T18:56:00+00:00;Stadtbachstrasse;46.9491, 7.43327;0351;3012;1;2023-05-11T20:56:00+02:00-Stadtbachstrasse
2023-05-09T03:06:00+00:00;GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Nydegg;46.94864, 7.45674;0351;3011;7;2023-05-09T05:06:00+02:00-GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Nydegg
2023-04-30T20:56:00+00:00;Fellerstrasse;46.94695, 7.38894;0351;3027;0;2023-04-30T22:56:00+02:00-Fellerstrasse
2023-05-11T18:56:00+00:00;Egghölzli;46.93674, 7.47584;0351;3006;5;2023-05-11T20:56:00+02:00-Egghölzli
2023-05-09T03:06:00+00:00;Zentrum Paul Klee;46.951, 7.47262;0351;3006;0;2023-05-09T05:06:00+02:00-Zentrum Paul Klee
2023-04-30T20:56:00+00:00;Wallgasse;46.94626, 7.43803;0351;3011;1;2023-04-30T22:56:00+02:00-Wallgasse
2023-05-11T18:56:00+00:00;Schwabgut;46.94547, 7.3928;0351;3018;5;2023-05-11T20:56:00+02:00-Schwabgut
2023-05-09T03:06:00+00:00;Marzilibad;46.94245, 7.44312;0351;3005;8;2023-05-09T05:06:00+02:00-Marzilibad
2023-04-30T20:56:00+00:00;Worblaufen RBS Bahnhof;46.9794, 7.45718;0362;3048;2;2023-04-30T22:56:00+02:00-Worblaufen RBS Bahnhof
2023-05-11T18:56:00+00:00;Wyleregg;46.96036, 7.44858;0351;3014;1;2023-05-11T20:56:00+02:00-Wyleregg
2023-05-09T03:06:00+00:00;Wyleregg;46.96036, 7.44858;0351;3014;2;2023-05-09T05:06:00+02:00-Wyleregg
2023-04-30T20:56:00+00:00;Bahnhof Bümpliz Nord;46.94565, 7.3901;0351;3018;2;2023-04-30T22:56:00+02:00-Bahnhof Bümpliz Nord
2023-05-11T18:56:00+00:00;Sattler-Gelateria;46.95474, 7.43339;0351;3012;0;2023-05-11T20:56:00+02:00-Sattler-Gelateria
2023-05-09T03:06:00+00:00;Mittelstrasse Süd;46.95342, 7.43282;0351;3012;6;2023-05-09T05:06:00+02:00-Mittelstrasse Süd
2023-04-30T20:56:00+00:00;Ringoltingenstrasse;46.93666, 7.46798;0351;3006;0;2023-04-30T22:56:00+02:00-Ringoltingenstrasse
2023-05-11T18:56:00+00:00;Friedheimweg SECO;46.93645, 7.43787;0351;3007;11;2023-05-11T20:56:00+02:00-Friedheimweg SECO
2023-05-09T03:06:00+00:00;Ostermundigerstrasse;46.95251, 7.4674;0351;3006;1;2023-05-09T05:06:00+02:00-Ostermundigerstrasse
2023-04-30T20:56:00+00:00;Kleefeld;46.93721, 7.38722;0351;3018;1;2023-04-30T22:56:00+02:00-Kleefeld
2023-05-11T18:56:00+00:00;Oberfeld;46.95612, 7.49831;0363;3072;0;2023-05-11T20:56:00+02:00-Oberfeld
2023-05-09T03:06:00+00:00;Friedheimweg SECO;46.93645, 7.43787;0351;3007;7;2023-05-09T05:06:00+02:00-Friedheimweg SECO
2023-04-30T20:56:00+00:00;Uni Mittelstrasse;46.95578, 7.43527;0351;3012;1;2023-04-30T22:56:00+02:00-Uni Mittelstrasse
2023-05-11T18:56:00+00:00;Breitenrainplatz;46.95795, 7.45377;0351;3014;6;2023-05-11T20:56:00+02:00-Breitenrainplatz
2023-05-09T03:06:00+00:00;Guisanplatz Expo;46.95872, 7.46464;0351;3014;27;2023-05-09T05:06:00+02:00-Guisanplatz Expo
2023-04-30T20:56:00+00:00;Vidmar;46.93562, 7.41658;0355;3097;1;2023-04-30T22:56:00+02:00-Vidmar
2023-05-11T18:56:00+00:00;Bahnhof Bümpliz Nord;46.94565, 7.3901;0351;3018;6;2023-05-11T20:56:00+02:00-Bahnhof Bümpliz Nord
2023-05-09T03:06:00+00:00;Unitobler Ost;46.95452, 7.42949;0351;3012;2;2023-05-09T05:06:00+02:00-Unitobler Ost
2023-04-30T20:56:00+00:00;Postgasse;46.94868, 7.45327;0351;3011;7;2023-04-30T22:56:00+02:00-Postgasse
2023-05-11T18:56:00+00:00;Wallgasse;46.94626, 7.43803;0351;3011;0;2023-05-11T20:56:00+02:00-Wallgasse
2023-05-09T03:06:00+00:00;Neuhausplatz;46.92904, 7.41722;0355;3097;2;2023-05-09T05:06:00+02:00-Neuhausplatz
2023-04-30T20:56:00+00:00;Predigergasse;46.9492, 7.44595;0351;3011;4;2023-04-30T22:56:00+02:00-Predigergasse
2023-05-11T18:56:00+00:00;Wylerbad;46.96504, 7.45146;0351;3014;3;2023-05-11T20:56:00+02:00-Wylerbad
2023-05-09T03:06:00+00:00;Wabernstrasse;46.93858, 7.43786;0351;3007;5;2023-05-09T05:06:00+02:00-Wabernstrasse
2023-04-30T20:56:00+00:00;Bahnhof Stöckacker;46.94654, 7.40046;0351;3027;1;2023-04-30T22:56:00+02:00-Bahnhof Stöckacker
2023-05-09T03:06:00+00:00;Schwabstrasse Kreisel;46.94382, 7.39558;0351;3018;1;2023-05-09T05:06:00+02:00-Schwabstrasse Kreisel
2023-04-30T20:56:00+00:00;Tram-Endstation;46.92775, 7.45341;0355;3084;1;2023-04-30T22:56:00+02:00-Tram-Endstation
2023-05-09T03:06:00+00:00;Stämpflistrasse;46.94329, 7.4144;0351;3008;1;2023-05-09T05:06:00+02:00-Stämpflistrasse
2023-04-30T20:56:00+00:00;Wittigkofen;46.93845, 7.4808;0351;3015;3;2023-04-30T22:56:00+02:00-Wittigkofen
2023-05-09T03:06:00+00:00;UniS;46.95035, 7.43529;0351;3012;17;2023-05-09T05:06:00+02:00-UniS
2023-04-30T20:56:00+00:00;Hochfeldstrasse;46.95561, 7.42803;0351;3012;2;2023-04-30T22:56:00+02:00-Hochfeldstrasse
2023-05-09T03:06:00+00:00;Burgernziel;46.94148, 7.46644;0351;3006;2;2023-05-09T05:06:00+02:00-Burgernziel
2023-04-30T20:56:00+00:00;Schönburg;46.95382, 7.45817;0351;3013;0;2023-04-30T22:56:00+02:00-Schönburg
2023-05-09T03:06:00+00:00;Tellstrasse EJPD;46.96033, 7.46145;0351;3014;0;2023-05-09T05:06:00+02:00-Tellstrasse EJPD
2023-04-30T20:56:00+00:00;Steinhölzli;46.93046, 7.42816;0355;3097;1;2023-04-30T22:56:00+02:00-Steinhölzli
2023-05-09T03:06:00+00:00;Hallenbad Hirschengraben;46.94654, 7.43566;0351;3011;0;2023-05-09T05:06:00+02:00-Hallenbad Hirschengraben
2023-04-30T20:56:00+00:00;Monbijoustrasse;46.94104, 7.43591;0351;3007;11;2023-04-30T22:56:00+02:00-Monbijoustrasse
2023-05-09T03:06:00+00:00;Ostermundigen Bahnhof;46.95627, 7.48289;0363;3072;9;2023-05-09T05:06:00+02:00-Ostermundigen Bahnhof
2023-04-30T21:06:00+00:00;Falkenplatz;46.95155, 7.43454;0351;3012;0;2023-04-30T23:06:00+02:00-Falkenplatz
2023-05-09T03:06:00+00:00;Museen Bernastrasse;46.94139, 7.44879;0351;3005;1;2023-05-09T05:06:00+02:00-Museen Bernastrasse
2023-04-30T21:06:00+00:00;Fabrikstrasse Uni Bern;46.95198, 7.42274;0351;3012;13;2023-04-30T23:06:00+02:00-Fabrikstrasse Uni Bern
2023-05-09T03:06:00+00:00;Mattelift verschoben wegen Baustelle;46.94651, 7.45279;0351;3011;3;2023-05-09T05:06:00+02:00-Mattelift verschoben wegen Baustelle
2023-04-30T21:06:00+00:00;Bethlehem Kirche;46.94933, 7.39398;0351;3027;2;2023-04-30T23:06:00+02:00-Bethlehem Kirche
2023-05-09T03:06:00+00:00;Insel Haupteingang;46.94756, 7.42669;0351;3010;0;2023-05-09T05:06:00+02:00-Insel Haupteingang
2023-04-30T21:06:00+00:00;Bümpliz Post;46.94173, 7.393;0351;3018;2;2023-04-30T23:06:00+02:00-Bümpliz Post
2023-05-09T03:06:00+00:00;Waldheim;46.95393, 7.42675;0351;3012;6;2023-05-09T05:06:00+02:00-Waldheim
2023-04-30T21:06:00+00:00;Wylergut;46.96479, 7.4484;0351;3014;5;2023-04-30T23:06:00+02:00-Wylergut
2023-05-09T03:06:00+00:00;Worblaufen RBS Bahnhof;46.9794, 7.45718;0362;3048;2;2023-05-09T05:06:00+02:00-Worblaufen RBS Bahnhof
2023-04-30T21:06:00+00:00;Mittelstrasse Süd;46.95342, 7.43282;0351;3012;1;2023-04-30T23:06:00+02:00-Mittelstrasse Süd
2023-05-09T03:06:00+00:00;Technopark;46.93508, 7.38978;0351;3018;0;2023-05-09T05:06:00+02:00-Technopark
2023-04-30T21:06:00+00:00;Stadion Wankdorf;46.96274, 7.46275;0351;3014;0;2023-04-30T23:06:00+02:00-Stadion Wankdorf
2023-05-09T03:06:00+00:00;Wegmühlegässli;46.95816, 7.49261;0363;3072;5;2023-05-09T05:06:00+02:00-Wegmühlegässli
2023-04-30T21:06:00+00:00;Schenkstrasse;46.94588, 7.41548;0351;3008;7;2023-04-30T23:06:00+02:00-Schenkstrasse
2023-05-09T03:06:00+00:00;Böcklinstrasse;46.94163, 7.46319;0351;3006;2;2023-05-09T05:06:00+02:00-Böcklinstrasse
2023-04-30T21:06:00+00:00;Friedheimweg SECO;46.93645, 7.43787;0351;3007;5;2023-04-30T23:06:00+02:00-Friedheimweg SECO
2023-05-09T03:06:00+00:00;Wylerbad;46.96504, 7.45146;0351;3014;2;2023-05-09T05:06:00+02:00-Wylerbad
2023-04-30T21:06:00+00:00;Guisanplatz Expo;46.95872, 7.46464;0351;3014;0;2023-04-30T23:06:00+02:00-Guisanplatz Expo
2023-05-09T03:06:00+00:00;Melchiorstrasse;46.95238, 7.39149;0351;3027;2;2023-05-09T05:06:00+02:00-Melchiorstrasse
2023-04-30T21:06:00+00:00;Wankdorf Bhf Süd;46.96659, 7.46396;0351;3014;4;2023-04-30T23:06:00+02:00-Wankdorf Bhf Süd
2023-05-09T03:06:00+00:00;Güterstrasse;46.94765, 7.41692;0351;3008;1;2023-05-09T05:06:00+02:00-Güterstrasse
2023-04-30T21:06:00+00:00;Neuhausplatz;46.92904, 7.41722;0355;3097;2;2023-04-30T23:06:00+02:00-Neuhausplatz
2023-05-09T03:06:00+00:00;Spital Tiefenau;46.97484, 7.45327;0351;3004;6;2023-05-09T05:06:00+02:00-Spital Tiefenau
2023-04-30T21:06:00+00:00;Stöckacker Süd;46.94304, 7.40162;0351;3018;1;2023-04-30T23:06:00+02:00-Stöckacker Süd
2023-05-09T03:06:00+00:00;Tram-Endstation;46.92775, 7.45341;0355;3084;1;2023-05-09T05:06:00+02:00-Tram-Endstation
2023-04-30T21:06:00+00:00;Spitalacker Schulhaus;46.95583, 7.45299;0351;3013;4;2023-04-30T23:06:00+02:00-Spitalacker Schulhaus
2023-05-09T03:06:00+00:00;Breitenrainplatz;46.95795, 7.45377;0351;3014;3;2023-05-09T05:06:00+02:00-Breitenrainplatz
2023-04-30T21:06:00+00:00;Stauffacherplatz;46.96012, 7.45433;0351;3014;3;2023-04-30T23:06:00+02:00-Stauffacherplatz
2023-05-09T03:06:00+00:00;Wittigkofen;46.93845, 7.4808;0351;3015;3;2023-05-09T05:06:00+02:00-Wittigkofen
2023-04-30T21:06:00+00:00;Fischermätteli;46.9406, 7.41874;0351;3008;2;2023-04-30T23:06:00+02:00-Fischermätteli
2023-05-09T03:06:00+00:00;Hochfeldstrasse;46.95561, 7.42803;0351;3012;1;2023-05-09T05:06:00+02:00-Hochfeldstrasse
2023-04-30T21:06:00+00:00;Wankdorffeldstrasse;46.96503, 7.45899;0351;3014;2;2023-04-30T23:06:00+02:00-Wankdorffeldstrasse
2023-05-09T03:06:00+00:00;Kocherpark;46.94603, 7.43321;0351;3008;11;2023-05-09T05:06:00+02:00-Kocherpark
2023-04-30T21:06:00+00:00;Weyermannshaus Bad;46.94775, 7.40356;0351;3027;0;2023-04-30T23:06:00+02:00-Weyermannshaus Bad
2023-05-09T03:06:00+00:00;Rosengarten Ost;46.95207, 7.46158;0351;3013;0;2023-05-09T05:06:00+02:00-Rosengarten Ost
2023-04-30T21:06:00+00:00;Burgernziel;46.94148, 7.46644;0351;3006;1;2023-04-30T23:06:00+02:00-Burgernziel
2023-05-09T03:16:00+00:00;GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Nydegg;46.94864, 7.45674;0351;3011;7;2023-05-09T05:16:00+02:00-GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Nydegg
2023-04-30T21:06:00+00:00;Egghölzli;46.93674, 7.47584;0351;3006;6;2023-04-30T23:06:00+02:00-Egghölzli
2023-05-09T03:16:00+00:00;Beaumont;46.93711, 7.43224;0351;3007;4;2023-05-09T05:16:00+02:00-Beaumont
2023-04-30T21:06:00+00:00;Tiefenau Bahnhof;46.97293, 7.45085;0351;3004;10;2023-04-30T23:06:00+02:00-Tiefenau Bahnhof
2023-05-09T03:16:00+00:00;Falkenplatz;46.95155, 7.43454;0351;3012;1;2023-05-09T05:16:00+02:00-Falkenplatz
2023-04-30T21:06:00+00:00;Museen Bernastrasse;46.94139, 7.44879;0351;3005;1;2023-04-30T23:06:00+02:00-Museen Bernastrasse
2023-05-09T03:16:00+00:00;Hauptsitz PubliBike;46.95753, 7.44057;0351;3012;8;2023-05-09T05:16:00+02:00-Hauptsitz PubliBike
2023-04-30T21:06:00+00:00;Theaterplatz;46.9476, 7.44735;0351;3011;3;2023-04-30T23:06:00+02:00-Theaterplatz
2023-05-09T03:16:00+00:00;Wyleregg;46.96036, 7.44858;0351;3014;2;2023-05-09T05:16:00+02:00-Wyleregg
2023-04-30T21:06:00+00:00;Brühlplatz;46.9262, 7.41723;0355;3098;0;2023-04-30T23:06:00+02:00-Brühlplatz
2023-05-09T03:16:00+00:00;GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Simsonbrunnen;46.94805, 7.45023;0351;3011;8;2023-05-09T05:16:00+02:00-GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Simsonbrunnen
2023-04-30T21:06:00+00:00;Zieglerstrasse;46.94297, 7.43024;0351;3007;12;2023-04-30T23:06:00+02:00-Zieglerstrasse
2023-05-09T03:16:00+00:00;Marzilibahn;46.94469, 7.44326;0351;3005;2;2023-05-09T05:16:00+02:00-Marzilibahn
2023-04-30T21:06:00+00:00;Kursaal;46.95253, 7.44983;0351;3013;0;2023-04-30T23:06:00+02:00-Kursaal
2023-05-09T03:16:00+00:00;Sattler-Gelateria;46.95474, 7.43339;0351;3012;1;2023-05-09T05:16:00+02:00-Sattler-Gelateria
2023-04-30T21:06:00+00:00;Worblaufen RBS Bahnhof;46.9794, 7.45718;0362;3048;2;2023-04-30T23:06:00+02:00-Worblaufen RBS Bahnhof
2023-05-09T03:16:00+00:00;Open 07:00 - 18:00 In der Velostation Schanzenbrücke;46.94924, 7.43682;0351;3008;3;2023-05-09T05:16:00+02:00-Open 07:00 - 18:00 In der Velostation Schanzenbrücke
2023-04-30T21:06:00+00:00;Böcklinstrasse;46.94163, 7.46319;0351;3006;2;2023-04-30T23:06:00+02:00-Böcklinstrasse
2023-05-09T03:16:00+00:00;Uni Muesmatt;46.95341, 7.42855;0351;3012;3;2023-05-09T05:16:00+02:00-Uni Muesmatt
2023-04-30T21:06:00+00:00;Wylerbad;46.96504, 7.45146;0351;3014;4;2023-04-30T23:06:00+02:00-Wylerbad
2023-05-09T03:16:00+00:00;Sternen Muri;46.93159, 7.48552;0356;3074;10;2023-05-09T05:16:00+02:00-Sternen Muri
2023-04-30T21:06:00+00:00;Postgasse;46.94868, 7.45327;0351;3011;7;2023-04-30T23:06:00+02:00-Postgasse
2023-05-09T03:16:00+00:00;Guisanplatz Expo;46.95872, 7.46464;0351;3014;27;2023-05-09T05:16:00+02:00-Guisanplatz Expo
2023-04-30T21:06:00+00:00;Predigergasse;46.9492, 7.44595;0351;3011;4;2023-04-30T23:06:00+02:00-Predigergasse
2023-05-09T03:16:00+00:00;Monbijoubrücke;46.93965, 7.44023;0351;3007;8;2023-05-09T05:16:00+02:00-Monbijoubrücke
2023-04-30T21:06:00+00:00;Jubiläumsplatz;46.94018, 7.45304;0351;3005;7;2023-04-30T23:06:00+02:00-Jubiläumsplatz
2023-05-09T03:16:00+00:00;Allmendstrasse;46.95935, 7.4518;0351;3014;3;2023-05-09T05:16:00+02:00-Allmendstrasse
2023-04-30T21:06:00+00:00;Schönburg;46.95382, 7.45817;0351;3013;0;2023-04-30T23:06:00+02:00-Schönburg
2023-05-09T03:16:00+00:00;Verschoben, wegen Baustelle: Waldmannstrasse;46.94743, 7.39196;0351;3027;0;2023-05-09T05:16:00+02:00-Verschoben, wegen Baustelle: Waldmannstrasse
2023-04-30T21:06:00+00:00;Eigerplatz;46.9414, 7.43169;0351;3007;4;2023-04-30T23:06:00+02:00-Eigerplatz
2023-05-09T03:16:00+00:00;Schwabstrasse Kreisel;46.94382, 7.39558;0351;3018;1;2023-05-09T05:16:00+02:00-Schwabstrasse Kreisel
2023-04-30T21:06:00+00:00;SBB Hilfikerstrasse;46.96845, 7.46241;0351;3014;0;2023-04-30T23:06:00+02:00-SBB Hilfikerstrasse
2023-05-09T03:16:00+00:00;Loryplatz;46.94467, 7.4223;0351;3008;3;2023-05-09T05:16:00+02:00-Loryplatz
2023-04-30T21:16:00+00:00;Bahnhof Bümpliz Süd;46.9379, 7.39547;0351;3018;0;2023-04-30T23:16:00+02:00-Bahnhof Bümpliz Süd
2023-05-09T03:16:00+00:00;Stauffacherplatz;46.96012, 7.45433;0351;3014;1;2023-05-09T05:16:00+02:00-Stauffacherplatz
2023-04-30T21:16:00+00:00;Bühlstrasse Uni;46.95149, 7.43038;0351;3012;9;2023-04-30T23:16:00+02:00-Bühlstrasse Uni
2023-05-09T03:16:00+00:00;Stämpflistrasse;46.94329, 7.4144;0351;3008;1;2023-05-09T05:16:00+02:00-Stämpflistrasse
2023-04-30T21:16:00+00:00;Elfenau;46.93344, 7.46646;0351;3006;0;2023-04-30T23:16:00+02:00-Elfenau
2023-05-09T03:16:00+00:00;UniS;46.95035, 7.43529;0351;3012;17;2023-05-09T05:16:00+02:00-UniS
2023-04-30T21:16:00+00:00;Beaumontweg;46.93909, 7.42864;0351;3007;0;2023-04-30T23:16:00+02:00-Beaumontweg
2023-05-09T03:16:00+00:00;Weyermannshaus Bad;46.94775, 7.40356;0351;3027;12;2023-05-09T05:16:00+02:00-Weyermannshaus Bad
2023-04-30T21:16:00+00:00;Schöneggweg;46.93471, 7.44203;0351;3007;11;2023-04-30T23:16:00+02:00-Schöneggweg
2023-05-09T03:16:00+00:00;GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Rathausgasse;46.94848, 7.45053;0351;3011;7;2023-05-09T05:16:00+02:00-GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Rathausgasse
2023-04-30T21:16:00+00:00;Beaumont;46.93711, 7.43224;0351;3007;3;2023-04-30T23:16:00+02:00-Beaumont
2023-05-09T03:16:00+00:00;Waldmeisterstrasse;46.93994, 7.38251;0351;3018;0;2023-05-09T05:16:00+02:00-Waldmeisterstrasse
2023-05-09T03:16:00+00:00;Tellstrasse EJPD;46.96033, 7.46145;0351;3014;0;2023-05-09T05:16:00+02:00-Tellstrasse EJPD
2023-05-09T03:16:00+00:00;Kirchbergerstrasse;46.93885, 7.42107;0351;3008;0;2023-05-09T05:16:00+02:00-Kirchbergerstrasse
2023-05-09T03:16:00+00:00;Seilerstrasse;46.94561, 7.43473;0351;3008;10;2023-05-09T05:16:00+02:00-Seilerstrasse
2023-05-09T03:16:00+00:00;Merzenacker;46.94686, 7.48365;0351;3006;2;2023-05-09T05:16:00+02:00-Merzenacker
2023-05-09T03:16:00+00:00;Museen Bernastrasse;46.94139, 7.44879;0351;3005;1;2023-05-09T05:16:00+02:00-Museen Bernastrasse
2023-05-09T03:16:00+00:00;Hochschulzentrum von Roll;46.95344, 7.42393;0351;3012;12;2023-05-09T05:16:00+02:00-Hochschulzentrum von Roll
2023-05-09T03:16:00+00:00;Westside;46.94396, 7.3746;0351;3027;9;2023-05-09T05:16:00+02:00-Westside
2023-05-09T03:16:00+00:00;Wankdorf Sporthalle;46.96448, 7.46694;0351;3014;1;2023-05-09T05:16:00+02:00-Wankdorf Sporthalle
2023-05-09T03:16:00+00:00;Wallgasse;46.94626, 7.43803;0351;3011;4;2023-05-09T05:16:00+02:00-Wallgasse
2023-05-09T03:16:00+00:00;Worblaufen RBS Bahnhof;46.9794, 7.45718;0362;3048;2;2023-05-09T05:16:00+02:00-Worblaufen RBS Bahnhof
2023-05-09T03:16:00+00:00;Salem-Spital;46.9527, 7.45458;0351;3013;6;2023-05-09T05:16:00+02:00-Salem-Spital
2023-05-09T03:16:00+00:00;Holenacker Station;46.94862, 7.38275;0351;3027;3;2023-05-09T05:16:00+02:00-Holenacker Station
2023-05-09T03:16:00+00:00;Oberfeld;46.95612, 7.49831;0363;3072;1;2023-05-09T05:16:00+02:00-Oberfeld
2023-05-09T03:16:00+00:00;UPD;46.96526, 7.48102;0351;3072;1;2023-05-09T05:16:00+02:00-UPD
2023-05-09T03:16:00+00:00;Egelsee;46.94354, 7.46328;0351;3006;0;2023-05-09T05:16:00+02:00-Egelsee
2023-05-09T03:16:00+00:00;Melchiorstrasse;46.95238, 7.39149;0351;3027;2;2023-05-09T05:16:00+02:00-Melchiorstrasse
2023-05-09T03:16:00+00:00;Güterstrasse;46.94765, 7.41692;0351;3008;1;2023-05-09T05:16:00+02:00-Güterstrasse
2023-05-09T03:16:00+00:00;Spital Tiefenau;46.97484, 7.45327;0351;3004;6;2023-05-09T05:16:00+02:00-Spital Tiefenau
2023-05-09T03:16:00+00:00;Kasernenwiese;46.95861, 7.45693;0351;3014;9;2023-05-09T05:16:00+02:00-Kasernenwiese
2023-05-09T03:16:00+00:00;Steigerhubel;46.94404, 7.41204;0351;3008;10;2023-05-09T05:16:00+02:00-Steigerhubel
2023-05-09T03:16:00+00:00;GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Thunplatz;46.9403, 7.4586;0351;3005;0;2023-05-09T05:16:00+02:00-GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Thunplatz
2023-05-09T03:16:00+00:00;Steinhölzli;46.93046, 7.42816;0355;3097;1;2023-05-09T05:16:00+02:00-Steinhölzli
2023-05-09T03:16:00+00:00;Insel West;46.94653, 7.42076;0351;3008;1;2023-05-09T05:16:00+02:00-Insel West
2023-05-09T03:16:00+00:00;Sandrain;46.93136, 7.44604;0355;3084;2;2023-05-09T05:16:00+02:00-Sandrain
2023-05-09T03:16:00+00:00;Tscharnergut;46.94898, 7.38823;0351;3027;2;2023-05-09T05:16:00+02:00-Tscharnergut
2023-05-09T03:16:00+00:00;Monbijoustrasse;46.94104, 7.43591;0351;3007;10;2023-05-09T05:16:00+02:00-Monbijoustrasse
2023-05-09T03:26:00+00:00;Bühlstrasse Uni;46.95149, 7.43038;0351;3012;0;2023-05-09T05:26:00+02:00-Bühlstrasse Uni
2023-05-09T03:26:00+00:00;GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Nydegg;46.94864, 7.45674;0351;3011;7;2023-05-09T05:26:00+02:00-GP-Bern nicht in Betrieb (12.05 10:00 - 13.05.20:00): Nydegg
2023-05-09T03:26:00+00:00;Zentrum Paul Klee;46.951, 7.47262;0351;3006;0;2023-05-09T05:26:00+02:00-Zentrum Paul Klee
2023-05-09T03:26:00+00:00;Statthalterstrasse;46.93936, 7.38638;0351;3018;1;2023-05-09T05:26:00+02:00-Statthalterstrasse
2023-05-09T03:26:00+00:00;Sanpol Bern;46.95031, 7.41458;0351;3008;1;2023-05-09T05:26:00+02:00-Sanpol Bern
2023-05-09T03:26:00+00:00;Niederwangen Bahnhof;46.92575, 7.37706;0355;3172;0;2023-05-09T05:26:00+02:00-Niederwangen Bahnhof
2023-05-09T03:26:00+00:00;Länggasse;46.95571, 7.42589;0351;3012;8;2023-05-09T05:26:00+02:00-Länggasse
2023-05-09T03:26:00+00:00;Bachmätteli;46.93948, 7.38999;0351;3018;2;2023-05-09T05:26:00+02:00-Bachmätteli
2023-05-09T03:26:00+00:00;Marzilibad;46.94245, 7.44312;0351;3005;8;2023-05-09T05:26:00+02:00-Marzilibad
2023-05-09T03:26:00+00:00;Camping Eichholz;46.93314, 7.45593;0355;3084;3;2023-05-09T05:26:00+02:00-Camping Eichholz
2023-05-09T03:26:00+00:00;Wylergut;46.96479, 7.4484;0351;3014;5;2023-05-09T05:26:00+02:00-Wylergut
2023-05-09T03:26:00+00:00;Wankdorf Bhf Nord;46.96778, 7.46464;0351;3014;0;2023-05-09T05:26:00+02:00-Wankdorf Bhf Nord
2023-05-09T03:26:00+00:00;Schöngrün-Vermont;46.94612, 7.47581;0351;3006;0;2023-05-09T05:26:00+02:00-Schöngrün-Vermont
2023-05-09T03:26:00+00:00;Weidmattweg;46.9366, 7.39547;0351;3018;0;2023-05-09T05:26:00+02:00-Weidmattweg
2023-05-09T03:26:00+00:00;Speichergasse PROGR;46.94979, 7.44412;0351;3011;9;2023-05-09T05:26:00+02:00-Speichergasse PROGR
2023-05-09T03:26:00+00:00;Stöckacker Migros;46.94425, 7.39943;0351;3018;1;2023-05-09T05:26:00+02:00-Stöckacker Migros
2023-05-09T03:26:00+00:00;Ostermundigerstrasse;46.95251, 7.4674;0351;3006;1;2023-05-09T05:26:00+02:00-Ostermundigerstrasse
2023-05-09T03:26:00+00:00;SBB Poststrasse;46.95696, 7.48287;0363;3072;1;2023-05-09T05:26:00+02:00-SBB Poststrasse
2023-04-30T21:16:00+00:00;Stadtbachstrasse;46.9491, 7.43327;0351;3012;5;2023-04-30T23:16:00+02:00-Stadtbachstrasse
2023-04-30T21:16:00+00:00;Bellevuestrasse;46.92665, 7.43594;0355;3095;0;2023-04-30T23:16:00+02:00-Bellevuestrasse
2023-04-30T21:16:00+00:00;Junkerngasse;46.9478, 7.45405;0351;3011;1;2023-04-30T23:16:00+02:00-Junkerngasse
2023-04-30T21:16:00+00:00;Bachmätteli;46.93948, 7.38999;0351;3018;0;2023-04-30T23:16:00+02:00-Bachmätteli
2023-04-30T21:16:00+00:00;Marzilibad;46.94245, 7.44312;0351;3005;11;2023-04-30T23:16:00+02:00-Marzilibad
