filename;stationsname;geopos;gemeinde;plz;anzahl_bikes;join_key
2023-04-30T18:46:00+00:00;Zieglerspital;46.93203, 7.43305;0351;3007;7;2023-04-30T20:46:00+02:00-Zieglerspital
2023-04-30T18:46:00+00:00;Worblaufen RBS Bahnhof;46.9794, 7.45718;0362;3048;2;2023-04-30T20:46:00+02:00-Worblaufen RBS Bahnhof
2023-04-30T18:46:00+00:00;Waldheimstrasse;46.95124, 7.48704;0363;3072;0;2023-04-30T20:46:00+02:00-Waldheimstrasse
2023-04-30T18:46:00+00:00;Uni Mittelstrasse;46.95578, 7.43527;0351;3012;1;2023-04-30T20:46:00+02:00-Uni Mittelstrasse
2023-04-30T18:46:00+00:00;Schwabgut;46.94547, 7.3928;0351;3018;2;2023-04-30T20:46:00+02:00-Schwabgut
2023-04-30T18:46:00+00:00;Melchiorstrasse;46.95238, 7.39149;0351;3027;3;2023-04-30T20:46:00+02:00-Melchiorstrasse
2023-04-30T18:46:00+00:00;Pauluskirche Bern;46.95269, 7.42998;0351;3012;0;2023-04-30T20:46:00+02:00-Pauluskirche Bern
2023-04-30T18:46:00+00:00;Predigergasse;46.9492, 7.44595;0351;3011;4;2023-04-30T20:46:00+02:00-Predigergasse
2023-04-30T18:46:00+00:00;Spital Tiefenau;46.97484, 7.45327;0351;3004;3;2023-04-30T20:46:00+02:00-Spital Tiefenau
2023-04-30T18:46:00+00:00;Bahnhof Stöckacker;46.94654, 7.40046;0351;3027;1;2023-04-30T20:46:00+02:00-Bahnhof Stöckacker
2023-04-30T18:46:00+00:00;Steigerhubel;46.94404, 7.41204;0351;3008;4;2023-04-30T20:46:00+02:00-Steigerhubel
2023-04-30T18:46:00+00:00;UPD Restaurant;46.96629, 7.48318;0351;3072;0;2023-04-30T20:46:00+02:00-UPD Restaurant
2023-04-30T18:46:00+00:00;Monbijoustrasse;46.94104, 7.43591;0351;3007;8;2023-04-30T20:46:00+02:00-Monbijoustrasse
2023-04-30T18:46:00+00:00;Gurten Kulm;46.91916, 7.43838;0355;3084;0;2023-04-30T20:46:00+02:00-Gurten Kulm
2023-04-30T18:56:00+00:00;Bühlstrasse Uni;46.95149, 7.43038;0351;3012;10;2023-04-30T20:56:00+02:00-Bühlstrasse Uni
2023-04-30T18:56:00+00:00;Elfenau;46.93344, 7.46646;0351;3006;0;2023-04-30T20:56:00+02:00-Elfenau
2023-04-30T18:56:00+00:00;Schöneggweg;46.93471, 7.44203;0351;3007;10;2023-04-30T20:56:00+02:00-Schöneggweg
2023-04-30T18:56:00+00:00;Neufeldstrasse Ost;46.95815, 7.43499;0351;3012;0;2023-04-30T20:56:00+02:00-Neufeldstrasse Ost
2023-04-30T18:56:00+00:00;Beaumont;46.93711, 7.43224;0351;3007;0;2023-04-30T20:56:00+02:00-Beaumont
2023-04-30T18:56:00+00:00;Holenackerstrasse;46.94942, 7.38145;0351;3027;3;2023-04-30T20:56:00+02:00-Holenackerstrasse
2023-04-30T18:56:00+00:00;Zollgasse;46.95812, 7.48801;0363;3072;2;2023-04-30T20:56:00+02:00-Zollgasse
2023-04-30T18:56:00+00:00;Lorrainebrücke;46.95435, 7.44534;0351;3013;0;2023-04-30T20:56:00+02:00-Lorrainebrücke
2023-04-30T18:56:00+00:00;Schwarztorstrasse;46.94461, 7.42907;0351;3007;5;2023-04-30T20:56:00+02:00-Schwarztorstrasse
2023-04-30T18:56:00+00:00;Bethlehem Kirche;46.94933, 7.39398;0351;3027;2;2023-04-30T20:56:00+02:00-Bethlehem Kirche
2023-04-30T18:56:00+00:00;Schenkstrasse;46.94588, 7.41548;0351;3008;7;2023-04-30T20:56:00+02:00-Schenkstrasse
2023-04-30T18:56:00+00:00;Friedheimweg SECO;46.93645, 7.43787;0351;3007;5;2023-04-30T20:56:00+02:00-Friedheimweg SECO
2023-04-30T18:56:00+00:00;Unitobler Ost;46.95452, 7.42949;0351;3012;11;2023-04-30T20:56:00+02:00-Unitobler Ost
2023-04-30T18:56:00+00:00;Neuhausplatz;46.92904, 7.41722;0355;3097;2;2023-04-30T20:56:00+02:00-Neuhausplatz
2023-04-30T18:56:00+00:00;Forsthaus KVA / TBA;46.95174, 7.41649;0351;3008;3;2023-04-30T20:56:00+02:00-Forsthaus KVA / TBA
2023-04-30T18:56:00+00:00;Loryplatz;46.94467, 7.4223;0351;3008;20;2023-04-30T20:56:00+02:00-Loryplatz
2023-05-02T00:36:00+00:00;Friedbühlstrasse;46.94802, 7.42189;0351;3008;2;2023-05-02T02:36:00+02:00-Friedbühlstrasse
2023-05-02T00:36:00+00:00;Markuskirche;46.96352, 7.45551;0351;3014;2;2023-05-02T02:36:00+02:00-Markuskirche
2023-05-02T00:36:00+00:00;Hallenbad Hirschengraben;46.94654, 7.43566;0351;3011;0;2023-05-02T02:36:00+02:00-Hallenbad Hirschengraben
2023-05-02T00:36:00+00:00;Seilerstrasse;46.94561, 7.43473;0351;3008;1;2023-05-02T02:36:00+02:00-Seilerstrasse
2023-05-02T00:36:00+00:00;Burgfeld;46.95907, 7.47776;0351;3006;0;2023-05-02T02:36:00+02:00-Burgfeld
2023-05-02T00:36:00+00:00;Theaterplatz;46.9476, 7.44735;0351;3011;0;2023-05-02T02:36:00+02:00-Theaterplatz
2023-05-02T00:36:00+00:00;Seminar;46.94274, 7.45954;0351;3006;0;2023-05-02T02:36:00+02:00-Seminar
2023-05-02T00:36:00+00:00;Zieglerstrasse;46.94297, 7.43024;0351;3007;6;2023-05-02T02:36:00+02:00-Zieglerstrasse
2023-05-02T00:36:00+00:00;Wallgasse;46.94626, 7.43803;0351;3011;0;2023-05-02T02:36:00+02:00-Wallgasse
2023-05-02T00:36:00+00:00;Zieglerspital;46.93203, 7.43305;0351;3007;4;2023-05-02T02:36:00+02:00-Zieglerspital
2023-05-02T00:36:00+00:00;Hauptgebäude Uni Bern;46.95067, 7.43704;0351;3012;14;2023-05-02T02:36:00+02:00-Hauptgebäude Uni Bern
2023-05-02T00:36:00+00:00;Uni Mittelstrasse;46.95578, 7.43527;0351;3012;3;2023-05-02T02:36:00+02:00-Uni Mittelstrasse
2023-05-02T00:36:00+00:00;UPD;46.96526, 7.48102;0351;3072;1;2023-05-02T02:36:00+02:00-UPD
2023-05-02T00:36:00+00:00;Bierhübeli;46.95692, 7.43766;0351;3012;1;2023-05-02T02:36:00+02:00-Bierhübeli
2023-05-02T00:36:00+00:00;Postgasse;46.94868, 7.45327;0351;3011;10;2023-05-02T02:36:00+02:00-Postgasse
2023-05-02T00:36:00+00:00;Jubiläumsplatz;46.94018, 7.45304;0351;3005;6;2023-05-02T02:36:00+02:00-Jubiläumsplatz
2023-05-02T00:36:00+00:00;Wittigkofen;46.93845, 7.4808;0351;3015;7;2023-05-02T02:36:00+02:00-Wittigkofen
2023-05-02T00:36:00+00:00;Engehalde;46.9566, 7.44022;0351;3012;5;2023-05-02T02:36:00+02:00-Engehalde
2023-05-02T00:36:00+00:00;Jägerweg;46.93369, 7.4234;0355;3097;1;2023-05-02T02:36:00+02:00-Jägerweg
2023-05-02T00:46:00+00:00;Schule Laubegg;46.94713, 7.46573;0351;3006;0;2023-05-02T02:46:00+02:00-Schule Laubegg
2023-05-02T00:46:00+00:00;Schöneggweg;46.93471, 7.44203;0351;3007;13;2023-05-02T02:46:00+02:00-Schöneggweg
2023-05-02T00:46:00+00:00;Freies Gymnasium;46.95919, 7.43566;0351;3012;0;2023-05-02T02:46:00+02:00-Freies Gymnasium
2023-05-02T00:46:00+00:00;Falkenplatz;46.95155, 7.43454;0351;3012;1;2023-05-02T02:46:00+02:00-Falkenplatz
2023-05-02T00:46:00+00:00;Stadtbachstrasse;46.9491, 7.43327;0351;3012;6;2023-05-02T02:46:00+02:00-Stadtbachstrasse
2023-05-02T00:46:00+00:00;Junkerngasse;46.9478, 7.45405;0351;3011;2;2023-05-02T02:46:00+02:00-Junkerngasse
2023-05-02T00:46:00+00:00;Waisenhausplatz;46.94909, 7.44443;0351;3011;1;2023-05-02T02:46:00+02:00-Waisenhausplatz
2023-05-02T00:46:00+00:00;Simsonbrunnen;46.94805, 7.45023;0351;3011;0;2023-05-02T02:46:00+02:00-Simsonbrunnen
2023-05-02T00:46:00+00:00;Camping Eichholz;46.93314, 7.45593;0355;3084;4;2023-05-02T02:46:00+02:00-Camping Eichholz
2023-05-02T00:46:00+00:00;Stadion Wankdorf;46.96274, 7.46275;0351;3014;0;2023-05-02T02:46:00+02:00-Stadion Wankdorf
2023-05-02T00:46:00+00:00;Open 07:00 - 18:00 In der Velostation Schanzenbrücke;46.94924, 7.43682;0351;3008;2;2023-05-02T02:46:00+02:00-Open 07:00 - 18:00 In der Velostation Schanzenbrücke
2023-05-02T00:46:00+00:00;Ostermundigerstrasse;46.95251, 7.4674;0351;3006;0;2023-05-02T02:46:00+02:00-Ostermundigerstrasse
2023-05-02T00:46:00+00:00;Gäbelbach;46.94771, 7.37747;0351;3027;7;2023-05-02T02:46:00+02:00-Gäbelbach
2023-05-02T00:46:00+00:00;Sternen Muri;46.93159, 7.48552;0356;3074;8;2023-05-02T02:46:00+02:00-Sternen Muri
2023-05-02T00:46:00+00:00;Bärenpark;46.94787, 7.45989;0351;3006;10;2023-05-02T02:46:00+02:00-Bärenpark
2023-05-02T00:46:00+00:00;Unitobler Ost;46.95452, 7.42949;0351;3012;6;2023-05-02T02:46:00+02:00-Unitobler Ost
2023-05-02T00:46:00+00:00;Jolimontstrasse;46.94156, 7.47088;0351;3006;1;2023-05-02T02:46:00+02:00-Jolimontstrasse
2023-05-02T00:46:00+00:00;Wankdorf Bhf Süd;46.96659, 7.46396;0351;3014;20;2023-05-02T02:46:00+02:00-Wankdorf Bhf Süd
2023-05-02T00:46:00+00:00;Bahnhofplatz Mobile Station Bern 4;46.94832, 7.44034;0351;3011;8;2023-05-02T02:46:00+02:00-Bahnhofplatz Mobile Station Bern 4
2023-04-30T18:56:00+00:00;Münster;46.94753, 7.45213;0351;3011;5;2023-04-30T20:56:00+02:00-Münster
2023-05-02T00:46:00+00:00;Forsthaus KVA / TBA;46.95174, 7.41649;0351;3008;3;2023-05-02T02:46:00+02:00-Forsthaus KVA / TBA
2023-04-30T18:56:00+00:00;Burgernziel;46.94148, 7.46644;0351;3006;1;2023-04-30T20:56:00+02:00-Burgernziel
2023-05-02T00:46:00+00:00;Schwabstrasse Kreisel;46.94382, 7.39558;0351;3018;0;2023-05-02T02:46:00+02:00-Schwabstrasse Kreisel
2023-04-30T18:56:00+00:00;Neufeldstrasse;46.95655, 7.43177;0351;3012;0;2023-04-30T20:56:00+02:00-Neufeldstrasse
2023-05-02T00:46:00+00:00;Stauffacherplatz;46.96012, 7.45433;0351;3014;6;2023-05-02T02:46:00+02:00-Stauffacherplatz
2023-04-30T18:56:00+00:00;Egghölzli;46.93674, 7.47584;0351;3006;6;2023-04-30T20:56:00+02:00-Egghölzli
2023-05-02T00:46:00+00:00;Fischermätteli;46.9406, 7.41874;0351;3008;4;2023-05-02T02:46:00+02:00-Fischermätteli
2023-04-30T18:56:00+00:00;Köniz Bahnhof;46.92503, 7.41543;0355;3098;10;2023-04-30T20:56:00+02:00-Köniz Bahnhof
2023-05-02T00:46:00+00:00;Sonnenhofspital;46.94321, 7.47354;0351;3006;10;2023-05-02T02:46:00+02:00-Sonnenhofspital
2023-04-30T18:56:00+00:00;Kirchbergerstrasse;46.93885, 7.42107;0351;3008;3;2023-04-30T20:56:00+02:00-Kirchbergerstrasse
2023-05-02T00:46:00+00:00;Münster;46.94753, 7.45213;0351;3011;6;2023-05-02T02:46:00+02:00-Münster
2023-04-30T18:56:00+00:00;Seilerstrasse;46.94561, 7.43473;0351;3008;0;2023-04-30T20:56:00+02:00-Seilerstrasse
2023-05-02T00:46:00+00:00;Viktoriaplatz;46.95518, 7.45179;0351;3013;0;2023-05-02T02:46:00+02:00-Viktoriaplatz
2023-04-30T18:56:00+00:00;Luisenstrasse;46.94235, 7.45277;0351;3005;6;2023-04-30T20:56:00+02:00-Luisenstrasse
2023-05-02T00:46:00+00:00;Innere Enge;46.96169, 7.43961;0351;3012;1;2023-05-02T02:46:00+02:00-Innere Enge
2023-04-30T18:56:00+00:00;Theaterplatz;46.9476, 7.44735;0351;3011;3;2023-04-30T20:56:00+02:00-Theaterplatz
2023-05-02T00:46:00+00:00;Seilerstrasse;46.94561, 7.43473;0351;3008;1;2023-05-02T02:46:00+02:00-Seilerstrasse
2023-04-30T18:56:00+00:00;Brühlplatz;46.9262, 7.41723;0355;3098;0;2023-04-30T20:56:00+02:00-Brühlplatz
2023-05-02T00:46:00+00:00;Helvetiaplatz Bern;46.94414, 7.44968;0351;3005;0;2023-05-02T02:46:00+02:00-Helvetiaplatz Bern
2023-04-30T18:56:00+00:00;Westside;46.94396, 7.3746;0351;3027;3;2023-04-30T20:56:00+02:00-Westside
2023-05-02T00:46:00+00:00;Kasernenstrasse HKB;46.95527, 7.45932;0351;3013;1;2023-05-02T02:46:00+02:00-Kasernenstrasse HKB
2023-04-30T18:56:00+00:00;Mattelift verschoben wegen Baustelle;46.94651, 7.45279;0351;3011;9;2023-04-30T20:56:00+02:00-Mattelift verschoben wegen Baustelle
2023-05-02T00:46:00+00:00;Luisenstrasse;46.94235, 7.45277;0351;3005;1;2023-05-02T02:46:00+02:00-Luisenstrasse
2023-04-30T18:56:00+00:00;Bethlehemstrasse Säge;46.94707, 7.39576;0351;3027;2;2023-04-30T20:56:00+02:00-Bethlehemstrasse Säge
2023-05-02T00:46:00+00:00;Hochschulzentrum von Roll;46.95344, 7.42393;0351;3012;17;2023-05-02T02:46:00+02:00-Hochschulzentrum von Roll
2023-04-30T18:56:00+00:00;Kapellenstrasse BFF;46.94423, 7.43667;0351;3011;5;2023-04-30T20:56:00+02:00-Kapellenstrasse BFF
2023-05-02T00:46:00+00:00;Bahnhof Weissenbühl;46.93602, 7.43006;0351;3007;3;2023-05-02T02:46:00+02:00-Bahnhof Weissenbühl
2023-04-30T18:56:00+00:00;Wabern Bahnhof;46.92886, 7.4464;0355;3084;1;2023-04-30T20:56:00+02:00-Wabern Bahnhof
2023-05-02T00:46:00+00:00;Bethlehemstrasse Säge;46.94707, 7.39576;0351;3027;1;2023-05-02T02:46:00+02:00-Bethlehemstrasse Säge
2023-04-30T18:56:00+00:00;Wankdorf Sporthalle;46.96448, 7.46694;0351;3014;0;2023-04-30T20:56:00+02:00-Wankdorf Sporthalle
2023-05-02T00:46:00+00:00;Insel Haupteingang;46.94756, 7.42669;0351;3010;0;2023-05-02T02:46:00+02:00-Insel Haupteingang
2023-04-30T18:56:00+00:00;Köniz Zentrum;46.92298, 7.41411;0355;3098;0;2023-04-30T20:56:00+02:00-Köniz Zentrum
2023-05-02T00:46:00+00:00;Zieglerstrasse;46.94297, 7.43024;0351;3007;6;2023-05-02T02:46:00+02:00-Zieglerstrasse
2023-04-30T18:56:00+00:00;Hauptgebäude Uni Bern;46.95067, 7.43704;0351;3012;15;2023-04-30T20:56:00+02:00-Hauptgebäude Uni Bern
2023-05-02T00:46:00+00:00;Tellplatz;46.96186, 7.45926;0351;3014;4;2023-05-02T02:46:00+02:00-Tellplatz
2023-04-30T18:56:00+00:00;Holenacker Station;46.94862, 7.38275;0351;3027;2;2023-04-30T20:56:00+02:00-Holenacker Station
2023-05-02T00:46:00+00:00;Hauptgebäude Uni Bern;46.95067, 7.43704;0351;3012;14;2023-05-02T02:46:00+02:00-Hauptgebäude Uni Bern
2023-04-30T18:56:00+00:00;Stapfenacker;46.94393, 7.3853;0351;3018;2;2023-04-30T20:56:00+02:00-Stapfenacker
2023-05-02T00:46:00+00:00;Technopark;46.93508, 7.38978;0351;3018;1;2023-05-02T02:46:00+02:00-Technopark
2023-04-30T18:56:00+00:00;Predigergasse;46.9492, 7.44595;0351;3011;4;2023-04-30T20:56:00+02:00-Predigergasse
2023-05-02T00:46:00+00:00;Wegmühlegässli;46.95816, 7.49261;0363;3072;5;2023-05-02T02:46:00+02:00-Wegmühlegässli
2023-04-30T18:56:00+00:00;Spital Tiefenau;46.97484, 7.45327;0351;3004;3;2023-04-30T20:56:00+02:00-Spital Tiefenau
2023-05-02T00:46:00+00:00;Egelsee;46.94354, 7.46328;0351;3006;0;2023-05-02T02:46:00+02:00-Egelsee
2023-04-30T18:56:00+00:00;Tram-Endstation;46.92775, 7.45341;0355;3084;1;2023-04-30T20:56:00+02:00-Tram-Endstation
2023-05-02T00:46:00+00:00;Postgasse;46.94868, 7.45327;0351;3011;10;2023-05-02T02:46:00+02:00-Postgasse
2023-04-30T18:56:00+00:00;Europaplatz;46.94361, 7.40718;0351;3008;0;2023-04-30T20:56:00+02:00-Europaplatz
2023-05-02T00:46:00+00:00;Predigergasse;46.9492, 7.44595;0351;3011;2;2023-05-02T02:46:00+02:00-Predigergasse
2023-04-30T18:56:00+00:00;Bahnhof Gümligen;46.93357, 7.50506;0356;3073;3;2023-04-30T20:56:00+02:00-Bahnhof Gümligen
2023-05-02T00:46:00+00:00;Depotstrasse;46.95011, 7.42838;0351;3012;7;2023-05-02T02:46:00+02:00-Depotstrasse
2023-04-30T18:56:00+00:00;Steigerhubel;46.94404, 7.41204;0351;3008;4;2023-04-30T20:56:00+02:00-Steigerhubel
2023-05-02T00:46:00+00:00;Kasernenwiese;46.95861, 7.45693;0351;3014;3;2023-05-02T02:46:00+02:00-Kasernenwiese
2023-04-30T18:56:00+00:00;Ka-We-De;46.93561, 7.44714;0351;3005;13;2023-04-30T20:56:00+02:00-Ka-We-De
2023-05-02T00:46:00+00:00;Breitenrainplatz;46.95795, 7.45377;0351;3014;3;2023-05-02T02:46:00+02:00-Breitenrainplatz
2023-04-30T18:56:00+00:00;Kocherpark;46.94603, 7.43321;0351;3008;1;2023-04-30T20:56:00+02:00-Kocherpark
2023-05-02T00:46:00+00:00;Mühlenplatz;46.94684, 7.45559;0351;3011;2;2023-05-02T02:46:00+02:00-Mühlenplatz
2023-04-30T18:56:00+00:00;Eigerplatz;46.9414, 7.43169;0351;3007;1;2023-04-30T20:56:00+02:00-Eigerplatz
2023-05-02T00:46:00+00:00;Europaplatz;46.94361, 7.40718;0351;3008;2;2023-05-02T02:46:00+02:00-Europaplatz
2023-04-30T18:56:00+00:00;Elfenauweg;46.93946, 7.46973;0351;3006;0;2023-04-30T20:56:00+02:00-Elfenauweg
2023-05-02T00:46:00+00:00;Thunplatz;46.9403, 7.4586;0351;3005;3;2023-05-02T02:46:00+02:00-Thunplatz
2023-04-30T18:56:00+00:00;SBB Hilfikerstrasse;46.96845, 7.46241;0351;3014;0;2023-04-30T20:56:00+02:00-SBB Hilfikerstrasse
2023-05-02T00:46:00+00:00;Ka-We-De;46.93561, 7.44714;0351;3005;9;2023-05-02T02:46:00+02:00-Ka-We-De
2023-04-30T18:56:00+00:00;Monbijoustrasse;46.94104, 7.43591;0351;3007;8;2023-04-30T20:56:00+02:00-Monbijoustrasse
2023-05-02T00:46:00+00:00;Steinhölzli;46.93046, 7.42816;0355;3097;4;2023-05-02T02:46:00+02:00-Steinhölzli
2023-04-30T19:06:00+00:00;Zentrum Paul Klee;46.951, 7.47262;0351;3006;1;2023-04-30T21:06:00+02:00-Zentrum Paul Klee
2023-05-02T00:46:00+00:00;Eigerplatz;46.9414, 7.43169;0351;3007;8;2023-05-02T02:46:00+02:00-Eigerplatz
2023-04-30T19:06:00+00:00;GVB;46.97095, 7.47205;0362;3063;0;2023-04-30T21:06:00+02:00-GVB
2023-05-02T00:46:00+00:00;Rosengarten Ost;46.95207, 7.46158;0351;3013;2;2023-05-02T02:46:00+02:00-Rosengarten Ost
2023-04-30T19:06:00+00:00;Hauptsitz PubliBike;46.95753, 7.44057;0351;3012;4;2023-04-30T21:06:00+02:00-Hauptsitz PubliBike
2023-05-02T00:46:00+00:00;SBB Hilfikerstrasse;46.96845, 7.46241;0351;3014;0;2023-05-02T02:46:00+02:00-SBB Hilfikerstrasse
2023-04-30T19:06:00+00:00;Fabrikstrasse Uni Bern;46.95198, 7.42274;0351;3012;11;2023-04-30T21:06:00+02:00-Fabrikstrasse Uni Bern
2023-05-02T00:46:00+00:00;Tscharnergut;46.94898, 7.38823;0351;3027;1;2023-05-02T02:46:00+02:00-Tscharnergut
2023-04-30T19:06:00+00:00;Junkerngasse;46.9478, 7.45405;0351;3011;1;2023-04-30T21:06:00+02:00-Junkerngasse
2023-05-02T00:56:00+00:00;Schule Laubegg;46.94713, 7.46573;0351;3006;0;2023-05-02T02:56:00+02:00-Schule Laubegg
2023-04-30T19:06:00+00:00;Kornhausplatz;46.94881, 7.4476;0351;3011;15;2023-04-30T21:06:00+02:00-Kornhausplatz
2023-05-02T00:56:00+00:00;Hallerstrasse West;46.95387, 7.43656;0351;3012;0;2023-05-02T02:56:00+02:00-Hallerstrasse West
2023-04-30T19:06:00+00:00;Bethlehem Kirche;46.94933, 7.39398;0351;3027;2;2023-04-30T21:06:00+02:00-Bethlehem Kirche
2023-05-02T00:56:00+00:00;PostParc Velostation (06:00-22:00)- INSIDE the building!;46.94786, 7.4369;0351;3008;12;2023-05-02T02:56:00+02:00-PostParc Velostation (06:00-22:00)- INSIDE the building!
2023-04-30T19:06:00+00:00;Restaurant Dählhölzli;46.93365, 7.44822;0351;3005;1;2023-04-30T21:06:00+02:00-Restaurant Dählhölzli
2023-05-02T00:56:00+00:00;Bühlstrasse Uni;46.95149, 7.43038;0351;3012;4;2023-05-02T02:56:00+02:00-Bühlstrasse Uni
2023-04-30T19:06:00+00:00;Speichergasse PROGR;46.94979, 7.44412;0351;3011;4;2023-04-30T21:06:00+02:00-Speichergasse PROGR
2023-05-02T00:56:00+00:00;Nydegg;46.94864, 7.45674;0351;3011;2;2023-05-02T02:56:00+02:00-Nydegg
2023-04-30T19:06:00+00:00;Haslerstrasse;46.94508, 7.43245;0351;3008;6;2023-04-30T21:06:00+02:00-Haslerstrasse
2023-05-02T00:56:00+00:00;Elfenau;46.93344, 7.46646;0351;3006;1;2023-05-02T02:56:00+02:00-Elfenau
2023-04-30T19:06:00+00:00;Gäbelbach;46.94771, 7.37747;0351;3027;6;2023-04-30T21:06:00+02:00-Gäbelbach
2023-05-02T00:56:00+00:00;Statthalterstrasse;46.93936, 7.38638;0351;3018;1;2023-05-02T02:56:00+02:00-Statthalterstrasse
2023-04-30T19:06:00+00:00;Uni Muesmatt;46.95341, 7.42855;0351;3012;5;2023-04-30T21:06:00+02:00-Uni Muesmatt
2023-05-02T00:56:00+00:00;GVB;46.97095, 7.47205;0362;3063;2;2023-05-02T02:56:00+02:00-GVB
2023-04-30T19:06:00+00:00;SBB Poststrasse;46.95696, 7.48287;0363;3072;2;2023-04-30T21:06:00+02:00-SBB Poststrasse
2023-05-02T00:56:00+00:00;Brünnenstrasse;46.94279, 7.38707;0351;3018;8;2023-05-02T02:56:00+02:00-Brünnenstrasse
2023-04-30T19:06:00+00:00;Bärenpark;46.94787, 7.45989;0351;3006;7;2023-04-30T21:06:00+02:00-Bärenpark
2023-05-02T00:56:00+00:00;Niederwangen Bahnhof;46.92575, 7.37706;0355;3172;1;2023-05-02T02:56:00+02:00-Niederwangen Bahnhof
2023-04-30T19:06:00+00:00;Unitobler Ost;46.95452, 7.42949;0351;3012;11;2023-04-30T21:06:00+02:00-Unitobler Ost
2023-05-02T00:56:00+00:00;Stadtbachstrasse;46.9491, 7.43327;0351;3012;6;2023-05-02T02:56:00+02:00-Stadtbachstrasse
2023-04-30T19:06:00+00:00;Allmendstrasse;46.95935, 7.4518;0351;3014;2;2023-04-30T21:06:00+02:00-Allmendstrasse
2023-05-02T00:56:00+00:00;Bellevuestrasse;46.92665, 7.43594;0355;3095;0;2023-05-02T02:56:00+02:00-Bellevuestrasse
2023-04-30T19:06:00+00:00;Bundesamt für Energie: Zugang zur Station ist von der Pulverstrasse her möglich (Baustelle);46.97597, 7.47264;0362;3063;4;2023-04-30T21:06:00+02:00-Bundesamt für Energie: Zugang zur Station ist von der Pulverstrasse her möglich (Baustelle)
2023-05-02T00:56:00+00:00;Länggasse;46.95571, 7.42589;0351;3012;3;2023-05-02T02:56:00+02:00-Länggasse
2023-04-30T19:06:00+00:00;Loryplatz;46.94467, 7.4223;0351;3008;20;2023-04-30T21:06:00+02:00-Loryplatz
2023-05-02T00:56:00+00:00;Junkerngasse;46.9478, 7.45405;0351;3011;2;2023-05-02T02:56:00+02:00-Junkerngasse
2023-04-30T19:06:00+00:00;Riedbachstrasse Park;46.94504, 7.37917;0351;3027;13;2023-04-30T21:06:00+02:00-Riedbachstrasse Park
2023-05-02T00:56:00+00:00;Zollgasse;46.95812, 7.48801;0363;3072;4;2023-05-02T02:56:00+02:00-Zollgasse
2023-04-30T19:06:00+00:00;Quartiergasse;46.95802, 7.44494;0351;3013;9;2023-04-30T21:06:00+02:00-Quartiergasse
2023-05-02T00:56:00+00:00;Bachmätteli;46.93948, 7.38999;0351;3018;2;2023-05-02T02:56:00+02:00-Bachmätteli
2023-04-30T19:06:00+00:00;Viktoriaplatz;46.95518, 7.45179;0351;3013;6;2023-04-30T21:06:00+02:00-Viktoriaplatz
2023-05-02T00:56:00+00:00;Bethlehem Kirche;46.94933, 7.39398;0351;3027;8;2023-05-02T02:56:00+02:00-Bethlehem Kirche
2023-04-30T19:06:00+00:00;Egghölzli;46.93674, 7.47584;0351;3006;6;2023-04-30T21:06:00+02:00-Egghölzli
2023-05-02T00:56:00+00:00;Simsonbrunnen;46.94805, 7.45023;0351;3011;0;2023-05-02T02:56:00+02:00-Simsonbrunnen
2023-04-30T19:06:00+00:00;Markuskirche;46.96352, 7.45551;0351;3014;0;2023-04-30T21:06:00+02:00-Markuskirche
2023-05-02T00:56:00+00:00;Camping Eichholz;46.93314, 7.45593;0355;3084;4;2023-05-02T02:56:00+02:00-Camping Eichholz
2023-04-30T19:06:00+00:00;SBB Wylerpark;46.96131, 7.44667;0351;3014;0;2023-04-30T21:06:00+02:00-SBB Wylerpark
2023-05-02T00:56:00+00:00;Wylergut;46.96479, 7.4484;0351;3014;9;2023-05-02T02:56:00+02:00-Wylergut
2023-04-30T19:06:00+00:00;Merzenacker;46.94686, 7.48365;0351;3006;11;2023-04-30T21:06:00+02:00-Merzenacker
2023-05-02T00:56:00+00:00;Sattler-Gelateria;46.95474, 7.43339;0351;3012;6;2023-05-02T02:56:00+02:00-Sattler-Gelateria
2023-04-30T19:06:00+00:00;Luisenstrasse;46.94235, 7.45277;0351;3005;6;2023-04-30T21:06:00+02:00-Luisenstrasse
2023-05-02T00:56:00+00:00;Stöckacker Migros;46.94425, 7.39943;0351;3018;1;2023-05-02T02:56:00+02:00-Stöckacker Migros
2023-04-30T19:06:00+00:00;Theaterplatz;46.9476, 7.44735;0351;3011;3;2023-04-30T21:06:00+02:00-Theaterplatz
2023-05-02T00:56:00+00:00;Unitobler Ost;46.95452, 7.42949;0351;3012;6;2023-05-02T02:56:00+02:00-Unitobler Ost
2023-04-30T19:06:00+00:00;Brühlplatz;46.9262, 7.41723;0355;3098;0;2023-04-30T21:06:00+02:00-Brühlplatz
2023-05-02T00:56:00+00:00;Bahnhofplatz Mobile Station Bern 4;46.94832, 7.44034;0351;3011;7;2023-05-02T02:56:00+02:00-Bahnhofplatz Mobile Station Bern 4
2023-04-30T19:06:00+00:00;Bahnhof Weissenbühl;46.93602, 7.43006;0351;3007;4;2023-04-30T21:06:00+02:00-Bahnhof Weissenbühl
2023-05-02T00:56:00+00:00;Stöckacker Süd;46.94304, 7.40162;0351;3018;0;2023-05-02T02:56:00+02:00-Stöckacker Süd
2023-04-30T19:06:00+00:00;Fellerstrasse;46.94695, 7.38894;0351;3027;0;2023-04-30T21:06:00+02:00-Fellerstrasse
